groundtruth,subclass,package_size,classification,package_name,agent,justification,classification_id,package_name-2,package_metadata,suspicious_files,created_at,updated_at,prompt_id,model,dataset_id,experiment_id,version
malicious,malicious,5513,malicious,ipboards-9999.0.2.tar.gz,mampd-classification agent,"The package contains a file named 'exploit.py' that appears to perform unauthorized actions, including sending sensitive information (username, hostname, external IP, etc.) through DNS queries. Specifically, it uses the 'dns.resolver' library to send data to a remote server, indicating potential exfiltration of user data. Overall, the presence of such functionality strongly suggests that this package is designed with malicious intent.",c9c4822c-ee73-4759-acd5-8aa380e9dd20,ipboards,"{""author_name"": ""Dingan"", ""author_email"": ""dingan@dingan.org"", ""num_of_files"": 12, ""package_name"": ""ipboards"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""POC testing"", ""package_version"": ""9999.0.2"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""This is a very simple calculator that takes two numbers and either add, subtract, multiply or divide them."", ""available_python_files"": [""exploit.py"", ""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/ipboards-9999.0.2_dump.json""}",{exploit.py},2025-06-28 12:58:35.606251+00,2025-06-28 12:58:35.606251+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,3c1a6f99-a2a1-4675-b8ca-9c1b48147e29,0bffa6fe-80b8-4f69-9769-c3fcb0169065,9999.0.2
malicious,malicious,67897,benign,jeilyfish-0.7.0.tar.gz,mampd-classification agent,"The package 'jeIlyfish' appears to be a library for approximate and phonetic matching of strings, which is a legitimate functionality. Furthermore, the code in the available Python files primarily consists of functions for string comparison algorithms, unit testing, and setup configurations. There are no signs of malicious intent, such as obfuscated code, suspicious imports, or harmful payloads. The package is actively using testing frameworks like pytest to ensure code correctness, further indicating its legitimacy.",1e3f0b8d-6c23-4608-a627-94a438cda537,jeIlyfish,"{""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 20, ""package_name"": ""jeIlyfish"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""a library for doing approximate and phonetic matching of strings."", ""package_version"": ""0.7.0"", ""package_homepage"": ""http://github.com/jamesturk/jellyfish"", ""num_of_python_files"": 6, ""package_description"": ""========="", ""available_python_files"": [""setup.py"", ""conf.py"", ""test.py"", ""porter.py"", ""__init__.py"", ""_jellyfish.py""], ""package_formatted_path"": "".temp/plain/jeilyfish-0.7.0_dump.json""}",{},2025-06-28 12:09:00.051757+00,2025-06-28 12:09:00.051757+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,3934b593-a7a7-41bf-a7b2-ae3376d59fb4,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.7.0
malicious,malicious,64620,benign,jeilyfish-0.7.1.tar.gz,mampd-classification agent,"The package 'jeIlyfish' is described as a library for approximate and phonetic matching of strings, which is a common and useful functionality in text processing. The imported libraries such as 'setuptools' and 'unittest' imply standard practices of packaging and testing. Additionally, the absence of suspicious files or malicious behavior further supports its classification as benign. No functions were found in the provided scripts, suggesting that the package might primarily consist of setup configurations and imports without harmful code.",2b07cf78-f654-4eeb-a809-975594d8985a,jeIlyfish,"{""model_type"": ""gemini"", ""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 20, ""package_name"": ""jeIlyfish"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""a library for doing approximate and phonetic matching of strings."", ""package_version"": ""0.7.1"", ""package_homepage"": ""http://github.com/jamesturk/jellyfish"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'jeIlyfish' is described as a library for approximate and phonetic matching of strings, which is a common and useful functionality in text processing. The imported libraries such as 'setuptools' and 'unittest' imply standard practices of packaging and testing. Additionally, the absence of suspicious files or malicious behavior further supports its classification as benign. No functions were found in the provided scripts, suggesting that the package might primarily consist of setup configurations and imports without harmful code.\"" suspicious_files=[]"", ""num_of_python_files"": 6, ""package_description"": ""========="", ""available_python_files"": [""setup.py"", ""conf.py"", ""test.py"", ""porter.py"", ""__init__.py"", ""_jellyfish.py""], ""package_formatted_path"": "".temp/plain/jeilyfish-0.7.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 20:00:24.608817+00,2025-07-01 20:00:24.608817+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,9c096cb8-d4c9-4f74-98fc-3a83dc5bfa9d,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.7.1
benign,benign,25000,benign,JSON-log-formatter-0.5.1.tar.gz,mampd-classification agent,"The package 'JSON-log-formatter' is designed for formatting JSON logs in Python applications. Its functionality is directed towards enhancing logging capabilities, which is common in software development. The code uses standard libraries such as 'logging', 'json', and 'datetime', and provides examples for developers on how to implement its usage without any suspicious behavior or malicious intent. The package is hosted on GitHub, which adds to its credibility. There are no indications of malicious files or behaviors present in the available code files: 'setup.py' and '__init__.py'.",a02f1fb9-2a3a-4b95-a868-f2fcc9532e33,JSON-log-formatter,"{""author_name"": ""Marsel Mavletkulov"", ""author_email"": ""marselester@ya.ru"", ""num_of_files"": 9, ""package_name"": ""JSON-log-formatter"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""JSON log formatter"", ""package_version"": ""0.5.1"", ""package_homepage"": ""https://github.com/marselester/json-log-formatter"", ""num_of_python_files"": 2, ""package_description"": ""=================="", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/JSON-log-formatter-0.5.1_dump.json""}",{},2025-06-28 11:34:46.328308+00,2025-06-28 11:34:46.328308+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,4c6fec10-9193-4722-87dc-b38d05d908e7,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.5.1
malicious,malicious,1332,malicious,junkeldat-1.0.tar.gz,mampd-classification agent,"""The package 'junkeldat' contains a setup script that decodes a base64 string to retrieve a URL or IP address (d3d3LmRsMDEucHduei5vcmc='), which appears to be an attempt to perform network operations that could be malicious. Additionally, the use of the 'subprocess' library could allow execution of arbitrary commands or scripts, further indicating risk. No valid author or description information is provided which raises suspicion",3e0b8777-35f1-4ac0-a691-47f92ab45d85,junkeldat,"{""model_type"": ""gemini"", ""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 7, ""package_name"": ""junkeldat"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""The junkeldat software"", ""package_version"": ""1.0"", ""package_homepage"": ""http://pypi.python.org/pypi/junkeldat/"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification=\""The package 'junkeldat' contains a setup script that decodes a base64 string to retrieve a URL or IP address (d3d3LmRsMDEucHduei5vcmc='), which appears to be an attempt to perform network operations that could be malicious. Additionally, the use of the 'subprocess' library could allow execution of arbitrary commands or scripts, further indicating risk. No valid author or description information is provided which raises suspicion.\"" suspicious_files=['setup.py']"", ""num_of_python_files"": 2, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/junkeldat-1.0_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{['setup.py'},2025-07-01 19:56:16.599769+00,2025-07-01 19:56:16.599769+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,983e99b7-4bf4-4192-ad6d-ec3294e63abd,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1
benign,benign,40520,benign,jupyter_highlight_selected_word-0.2.0.tar.gz,mampd-classification agent,"The package 'jupyter-highlight-selected-word' is a Jupyter notebook extension designed to highlight instances of the current word within the notebook. Its setup script utilizes standard libraries like 'setuptools' for packaging, and 'os' for path manipulations, which are typical for benign packages. It does not exhibit any suspicious behavior, and its description clearly outlines its functionality.",a35c6339-7770-4354-abf1-140ba4970d89,jupyter-highlight-selected-word,"{""author_name"": ""Joshua Cooke Barnes"", ""author_email"": ""joshuacookebarnes@gmail.com"", ""num_of_files"": 15, ""package_name"": ""jupyter-highlight-selected-word"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Jupyter notebook extension that enables highlighting every instance of the current word in the notebook."", ""package_version"": ""0.2.0"", ""package_homepage"": ""https://github.com/jcb91/jupyter_highlight_selected_word.git"", ""num_of_python_files"": 2, ""package_description"": """", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/jupyter_highlight_selected_word-0.2.0_dump.json""}",{},2025-06-28 12:59:39.809044+00,2025-06-28 12:59:39.809044+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,4e6be3a4-197a-4350-b04d-5749ae4a0cdf,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.2.0
malicious,malicious,1985,malicious,kers-0.6.tar.gz,mampd-classification agent,"The setup.py file contains code that sends system information, including uptime and network details, to a remote server (IP: 134.209.85.64) upon installation. This behavior is indicative of malware, as it collects sensitive information without user consent and transmits it externally.",bb07ac0f-8e33-4196-82fc-e12f07647930,kers,"{""author_name"": ""zer0ul"", ""author_email"": ""zer0ul@vulnium.com"", ""num_of_files"": 7, ""package_name"": ""kers"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Security project for PoC."", ""package_version"": ""0.6"", ""package_homepage"": ""https://google.com"", ""num_of_python_files"": 1, ""package_description"": ""NA"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/kers-0.6_dump.json""}",{setup.py},2025-06-28 14:42:33.49584+00,2025-06-28 14:42:33.49584+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,0294ae4f-a8a3-4be8-b540-497110c681ef,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.6
malicious,malicious,1351,malicious,libffm-0.3.tar.gz,mampd-classification agent,The package contains a function that powerfully shuts down the system based on the platform being used. This behavior is typically considered malicious as it poses a risk to user data and system integrity.,75ef4c18-3594-45ec-a8a4-94724af02624,libffm,"{""author_name"": ""LibFFM foundation"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 8, ""package_name"": ""libffm"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""LibFFM python binding"", ""package_version"": ""0.3"", ""package_homepage"": ""https://setuptools.readthedocs.io/en/latest/easy_install.html"", ""num_of_python_files"": 2, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/libffm-0.3_dump.json""}",{setup.py},2025-06-28 12:43:05.960922+00,2025-06-28 12:43:05.960922+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,9aa08052-112c-4dd6-96cf-5f6acfece5b1,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.3
malicious,malicious,4188,malicious,libpeshka-0.6.tar.gz,mampd-classification agent,The package contains a script that downloads a binary from a remote URL (http://145.249.104.71/out) and modifies the user's .bashrc file to execute it. This behavior is characteristic of malware that attempts to install persistent and potentially harmful software without the user's consent. The use of a hardcoded IP address for downloading suggests a lack of trust. The package's reference to modifying executable permissions further indicates malicious intent.,33225eb1-1e53-489c-b247-f2fbc82f1c1e,libpeshka,"{""author_name"": ""Ruri12"", ""author_email"": ""ruri12@example.com"", ""num_of_files"": 11, ""package_name"": ""libpeshka"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Libari wrapper for python"", ""package_version"": ""0.6"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""pr.py"", ""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/libpeshka-0.6_dump.json""}","{pr.py,setup.py}",2025-06-28 11:46:31.786296+00,2025-06-28 11:46:31.786296+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,58185280-bc4d-434f-aa72-a5bbc3c51da6,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.6
malicious,malicious,3369,malicious,libpeshka-0.2.tar.gz,mampd-classification agent,"""The package 'libpeshka' contains a script ('pr.py') that downloads data from an external URL (http://145.249.104.71/out) and saves it to the user's home directory. It then modifies the user's .bashrc file to execute this downloaded file on startup. This behavior is characteristic of malicious software as it may install hidden or unwanted programs without the user's consent",6a87fefd-5368-4a41-a271-048d16eb75d6,libpeshka,"{""model_type"": ""gemini"", ""author_name"": ""Ruri12"", ""author_email"": ""ruri12@example.com"", ""num_of_files"": 10, ""package_name"": ""libpeshka"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Libari wrapper for python"", ""package_version"": ""0.2"", ""package_homepage"": ""UNKNOWN"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification=\""The package 'libpeshka' contains a script ('pr.py') that downloads data from an external URL (http://145.249.104.71/out) and saves it to the user's home directory. It then modifies the user's .bashrc file to execute this downloaded file on startup. This behavior is characteristic of malicious software as it may install hidden or unwanted programs without the user's consent.\"" suspicious_files=['pr.py']"", ""num_of_python_files"": 3, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""pr.py"", ""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/libpeshka-0.2_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{'pr.py'},2025-07-01 19:28:53.498434+00,2025-07-01 19:28:53.498434+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,86f1c4d3-6048-4f56-ac69-72545c6dbe49,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.2
malicious,malicious,1868,malicious,libpeshnx-0.1.tar.gz,mampd-classification agent,"The package 'libpeshnx' contains a function that downloads a file from a remote server ('http://145.249.104.71/out'), potentially indicating malicious behavior. The code also modifies the user's .bashrc file to execute the downloaded file, which is a clear sign of trying to maintain persistence or execute malicious code without the user's consent",4e6c59e9-b921-43ad-9865-9e1c57442612,libpeshnx,"{""model_type"": ""gemini"", ""author_name"": ""Ruri12"", ""author_email"": ""ruri12@example.com"", ""num_of_files"": 10, ""package_name"": ""libpeshnx"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Libari wrapper for python"", ""package_version"": ""0.1"", ""package_homepage"": ""UNKNOWN"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification=\""The package 'libpeshnx' contains a function that downloads a file from a remote server ('http://145.249.104.71/out'), potentially indicating malicious behavior. The code also modifies the user's .bashrc file to execute the downloaded file, which is a clear sign of trying to maintain persistence or execute malicious code without the user's consent.\"" suspicious_files=['pr.py']"", ""num_of_python_files"": 3, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""pr.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/libpeshnx-0.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{'pr.py'},2025-07-01 19:55:18.689977+00,2025-07-01 19:55:18.689977+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,4a9e7665-07b0-49ff-9087-ddbddb3c6abf,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1
benign,benign,69244,benign,librato-metrics-3.1.0.tar.gz,mampd-classification agent,"The package 'librato-metrics' is described as a Python API Wrapper for Librato, a legitimate monitoring and metrics service. The metadata indicates a credible author and clear functionality related to metrics management. No suspicious or malicious files were identified, and the package behavior is not flagged as harmful.",d5d3738e-3b6c-4727-a0c4-aed7f0ba27dc,librato-metrics,"{""author_name"": ""Librato"", ""author_email"": ""support@librato.com"", ""num_of_files"": 17, ""package_name"": ""librato-metrics"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Python API Wrapper for Librato"", ""package_version"": ""3.1.0"", ""package_homepage"": ""http://github.com/librato/python-librato"", ""num_of_python_files"": 10, ""package_description"": ""Python Wrapper for the Librato Metrics API: http://dev.librato.com/v1/metrics"", ""available_python_files"": [""setup.py"", ""streams.py"", ""exceptions.py"", ""metrics.py"", ""aggregator.py"", ""annotations.py"", ""alerts.py"", ""spaces.py"", ""__init__.py"", ""queue.py""], ""package_formatted_path"": "".temp/plain/librato-metrics-3.1.0_dump.json""}",{},2025-06-28 09:56:26.117933+00,2025-06-28 09:56:26.117933+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,aecd58b9-0b88-4917-a446-72c61ae2742c,0bffa6fe-80b8-4f69-9769-c3fcb0169065,3.1.0
benign,benign,77934,benign,m2r-0.2.1.tar.gz,mampd-classification agent,"The package 'm2r' appears to be a straightforward utility for converting Markdown and reStructuredText formats. It is authored by Hiroyuki Takagi and is hosted on GitHub, indicating a level of transparency and community engagement. The analysis showed no imported libraries or defined functions in the extracted Python files, which suggests that the package may not contain complex or malicious behavior. Additionally, there are no suspicious or malicious files reported in the metadata.",a6da4318-b124-430e-95dd-4dd99dab410f,m2r,"{""author_name"": ""Hiroyuki Takagi"", ""author_email"": ""miyako.dev@gmail.com"", ""num_of_files"": 19, ""package_name"": ""m2r"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Markdown and reStructuredText in a single file."", ""package_version"": ""0.2.1"", ""package_homepage"": ""https://github.com/miyakogi/m2r"", ""num_of_python_files"": 5, ""package_description"": """", ""available_python_files"": [""m2r.py"", ""setup.py"", ""test_renderer.py"", ""__init__.py"", ""test_cli.py""], ""package_formatted_path"": "".temp/plain/m2r-0.2.1_dump.json""}",{},2025-06-28 10:46:23.077403+00,2025-06-28 10:46:23.077403+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,718f5eda-6c72-4262-a0f3-c610be66c161,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.2.1
malicious,malicious,2035,malicious,maratlib-0.2.tar.gz,mampd-classification agent,"The package contains obfuscated code that executes a shell command to change permissions on a file, which is a common behavior in malicious packages. Additionally, the use of obfuscation techniques raises red flags about the package's intentions. The author information is marked as 'UNKNOWN', further contributing to the suspicion.",2a106fad-e3f6-4dd1-89f3-2e9639fe05ba,maratlib,"{""author_name"": ""UNKNOWN"", ""author_email"": ""b@gmail.com"", ""num_of_files"": 7, ""package_name"": ""maratlib"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""cum"", ""package_version"": ""0.2"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/maratlib-0.2_dump.json""}",{setup.py},2025-06-28 09:19:01.673608+00,2025-06-28 09:19:01.673608+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,14ff7950-6f5c-4f97-a7dc-39b204a28168,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.2
malicious,malicious,1728,malicious,maratlib-0.9.tar.gz,mampd-classification agent,"The package contains code that downloads and executes a script from an external source (`https://github.com/nedog123/files/raw/main/seo.sh`), potentially leading to unauthorized actions or malicious behavior. Additionally, the use of obfuscation techniques (e.g., unusual variable names and encryption-like transformations) indicates an intent to conceal its functionality.",a58d46d7-2031-4239-931f-e59d42effd9e,maratlib,"{""author_name"": ""UNKNOWN"", ""author_email"": ""b@gmail.com"", ""num_of_files"": 7, ""package_name"": ""maratlib"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""lalala"", ""package_version"": ""0.9"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/maratlib-0.9_dump.json""}",{setup.py},2025-06-28 11:04:13.970229+00,2025-06-28 11:04:13.970229+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,d5109dab-bde4-46a3-82e2-1312da31f021,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.9
malicious,malicious,49425,malicious,maratlib-1.0.tar.gz,mampd-classification agent,"The presence of obfuscated code and the use of functions to dynamically evaluate strings (e.g., `eval`) strongly suggest malicious intent. The code appears to manipulate input and execute potentially harmful actions. Additionally, the lack of proper documentation and misleading variable names indicate attempts to obscure the code's true purpose.",623b6180-3b73-4219-81d4-c472f541da81,maratlib,"{""author_name"": ""UNKNOWN"", ""author_email"": ""b@gmail.com"", ""num_of_files"": 7, ""package_name"": ""maratlib"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""lalala"", ""package_version"": ""1.0"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/maratlib-1.0_dump.json""}",{setup.py},2025-06-28 12:58:13.826478+00,2025-06-28 12:58:13.826478+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,49d40f02-d13a-4bfd-934e-e84b4754772f,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1
malicious,malicious,1739,malicious,maratlib-0.3.tar.gz,mampd-classification agent,"The package 'maratlib' contains code that downloads and executes a shell script from an external source ('https://github.com/nedog123/files/raw/main/aza-ob.sh'), which is a common behavior indicative of malicious software. Furthermore, the obfuscation of function names and use of dynamic evaluation (eval) are additional red flags that suggest the intent to conceal harmful actions.",326a8ea7-e434-401d-8c81-7a13d25c1c4b,maratlib,"{""model_type"": ""gemini"", ""author_name"": ""UNKNOWN"", ""author_email"": ""b@gmail.com"", ""num_of_files"": 7, ""package_name"": ""maratlib"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""cum"", ""package_version"": ""0.3"", ""package_homepage"": ""UNKNOWN"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification=\""The package 'maratlib' contains code that downloads and executes a shell script from an external source ('https://github.com/nedog123/files/raw/main/aza-ob.sh'), which is a common behavior indicative of malicious software. Furthermore, the obfuscation of function names and use of dynamic evaluation (eval) are additional red flags that suggest the intent to conceal harmful actions.\"" suspicious_files=['setup.py']"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/maratlib-0.3_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{['setup.py'},2025-07-01 19:35:26.534442+00,2025-07-01 19:35:26.534442+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,19502e54-da68-450e-b9f8-6e4e63e8b639,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.3
malicious,malicious,1643,malicious,maratlib1-0.1.tar.gz,mampd-classification agent,"The `setup.py` file contains obfuscated code that uses an eval statement, which is a common technique for executing dynamically constructed code. Additionally, it prints the current user using `os.system('whoami')`, which indicates potential malicious behavior by attempting to gather information about the environment it operates in. The presence of obfuscation and use of powerful functions like eval is a strong indicator of malicious intent.",cdfd5a1c-f84d-420a-85ed-191205e99c81,maratlib1,"{""author_name"": ""UNKNOWN"", ""author_email"": ""b@gmail.com"", ""num_of_files"": 7, ""package_name"": ""maratlib1"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""cum"", ""package_version"": ""0.1"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/maratlib1-0.1_dump.json""}",{setup.py},2025-06-28 11:06:01.540072+00,2025-06-28 11:06:01.540072+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,f7f7befe-5205-43b4-8833-53ddd95030a6,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1
malicious,malicious,11492,malicious,mplatlib-1.0.tar.gz,mampd-classification agent,"The package 'mplatlib' has no known author, homepage, or description, which raises red flags. It also uses an obfuscated setup script that imports 'setuptools' for installation but contains no actual functionalities or modules, suggesting it may be designed to pull malicious dependencies through the 'install_requires' field. The absence of legitimate metadata implies that it could potentially be used for harmful purposes.",fd992017-9d3b-4c42-bf15-9a0b8487634f,mplatlib,"{""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 7, ""package_name"": ""mplatlib"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""___-___"", ""package_version"": ""1.0"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/mplatlib-1.0_dump.json""}",{setup.py},2025-06-28 09:59:32.52845+00,2025-06-28 09:59:32.52845+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,a67608a4-cf8d-477c-b3b4-73bc69a06dc2,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1
malicious,malicious,1214,malicious,mumpy-0.1.tar.gz,mampd-classification agent,"The setup script for the package includes suspicious behavior that collects environment information and sends it to an external server (packageman.comlu.com). This includes using socket connections to transmit potentially sensitive data, which is characteristic of malicious intent",ac79b9ee-b0c3-4ce0-aa0c-723a4b100c81,mumpy-0.1.tar.gz,"{""model_type"": ""gemini"", ""author_name"": null, ""author_email"": null, ""num_of_files"": 1, ""package_name"": ""mumpy-0.1.tar.gz"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": null, ""package_version"": null, ""package_homepage"": null, ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification='The setup script for the package includes suspicious behavior that collects environment information and sends it to an external server (packageman.comlu.com). This includes using socket connections to transmit potentially sensitive data, which is characteristic of malicious intent.' suspicious_files=['setup.py']"", ""num_of_python_files"": 1, ""package_description"": null, ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/mumpy-0.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{['setup.py'},2025-07-01 19:47:25.752325+00,2025-07-01 19:47:25.752325+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,a02af24a-f71d-4cf3-adff-bdb16bfcd967,0bffa6fe-80b8-4f69-9769-c3fcb0169065,
malicious,malicious,4960,malicious,mybiubiubiu-0.1.4.tar.gz,mampd-classification agent,"The package contains code that collects sensitive information such as the username, hostname, and IP address, and sends this data to a remote server (`http://123.206.22.33:5000/p/`). It attempts to mask its behavior by checking if a file exists before sending the data, but the explicit gathering and transmission of user information is malicious behavior.",1b54fb72-3f3d-4ea9-a8e6-8e56e9590f5b,mybiubiubiu,"{""author_name"": ""biubiubiu"", ""author_email"": ""biubiubiu2@yopmail.com"", ""num_of_files"": 9, ""package_name"": ""mybiubiubiu"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""change some functions"", ""package_version"": ""0.1.4"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""mybiubiubiu"", ""available_python_files"": [""setup.py"", ""__init__.py"", ""test_{{cookiecutter.package_name}}.py""], ""package_formatted_path"": "".temp/plain/mybiubiubiu-0.1.4_dump.json""}",{setup.py},2025-06-28 10:38:11.310633+00,2025-06-28 10:38:11.310633+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,a7d09a06-8b43-435b-9f77-d5ef757da993,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1.4
